Var1	Var2	Var3	Var4	Var5	Var6	y
8050	0	0	1	0	0	1	0
8051	1	1	2	2	1	1	0
8052	1	0	0	2	1	0	0
8053	1	1	3	0	3	0	0
8054	0	1	1	2	3	3	0
8055	0	0	0	1	1	2	0
8056	3	1	1	1	1	3	0
8057	1	0	2	1	1	0	0
8058	2	1	0	0	0	0	0
8059	1	0	2	1	0	2	0
8060	0	2	2	2	1	1	0
8061	0	0	1	1	1	1	0
8062	1	0	0	0	1	2	0
8063	2	1	0	1	1	0	0
8064	0	2	2	2	1	1	0
8065	0	0	1	1	2	0	0
8066	0	0	1	1	2	0	0
8067	1	1	1	0	2	1	0
8068	0	1	2	1	0	1	0
8069	1	0	0	3	1	0	0
8070	1	0	1	0	1	1	0
8071	0	1	1	0	1	2	0
8072	0	0	1	0	2	0	0
8073	0	1	0	0	0	2	1
8074	0	1	0	2	0	1	0
8075	1	2	1	0	0	0	0
8076	1	1	3	2	1	1	0
8077	1	3	3	0	1	0	0
8078	3	1	1	1	1	0	0
8079	2	1	0	1	2	1	0
8080	2	3	2	1	0	2	0
8081	0	1	1	1	3	2	0
8082	1	2	1	2	3	0	0
8083	0	1	0	1	0	2	0
8084	0	2	1	0	3	0	0
8085	2	0	3	0	1	0	0
8086	2	1	3	0	3	2	0
8087	1	1	0	2	0	1	0
8088	1	0	2	3	2	1	0
8089	0	0	2	0	1	1	0
8090	0	0	1	1	0	0	0
8091	0	2	0	1	0	2	1
8092	0	0	1	1	1	1	0
8093	1	2	1	0	1	1	0
8094	1	0	2	0	1	1	0
8095	1	2	0	0	1	1	0
8096	0	0	1	1	1	1	0
8097	0	0	0	0	2	0	0
8098	1	0	1	1	1	1	0
8099	1	2	1	0	0	1	0
8100	2	0	2	2	1	1	0
8101	1	1	2	1	1	0	0
8102	1	0	1	0	0	3	0
8103	0	2	0	1	0	0	1
8104	2	1	2	0	0	1	0
8105	3	3	0	1	1	1	0
8106	0	1	0	0	0	3	1
8107	0	1	2	2	1	3	0
8108	1	0	0	2	0	1	0
8109	3	2	3	1	3	0	0
8110	0	0	0	0	1	0	0
8111	2	1	0	1	0	1	1
8112	0	2	0	1	0	1	0
8113	0	0	2	1	0	2	0
8114	0	1	1	1	0	2	0
8115	0	2	0	3	1	0	0
8116	0	1	2	0	1	0	0
8117	2	1	2	1	0	1	0
8118	1	2	1	2	2	2	0
8119	0	1	2	3	1	1	0
8120	0	0	1	1	1	1	0
8121	2	0	0	3	2	1	0
8122	0	0	0	1	2	3	0
8123	1	1	2	1	0	3	0
8124	2	0	0	1	0	2	0
8125	0	0	2	0	2	0	0
8126	0	1	1	0	1	1	0
8127	1	1	3	1	1	0	0
8128	1	0	0	1	2	2	0
8129	2	1	0	0	1	2	0
8130	0	1	2	1	0	0	0
8131	0	2	2	3	1	2	0
8132	1	3	0	2	1	2	0
8133	2	1	1	1	2	1	0
8134	0	1	2	1	1	0	0
8135	1	1	1	0	3	0	0
8136	1	0	1	0	0	2	0
8137	0	2	0	0	0	0	1
8138	2	1	2	2	1	1	0
8139	0	1	1	0	0	2	0
8140	0	1	1	0	2	0	0
8141	0	1	0	0	0	2	0
8142	0	0	1	0	3	1	0
8143	2	0	1	1	2	1	0
8144	1	3	0	2	2	2	0
8145	2	1	1	1	0	1	0
8146	0	0	0	1	2	2	0
8147	0	0	0	2	1	3	0
8148	2	1	1	0	1	1	0
8149	0	0	2	0	0	2	0
8150	1	0	1	0	1	1	0
8151	3	1	0	0	0	1	0
8152	1	0	1	1	3	1	0
8153	1	2	0	0	0	2	1
8154	1	1	1	2	0	2	0
8155	1	1	1	0	2	0	0
8156	0	1	0	0	0	3	1
8157	1	0	1	0	0	1	0
8158	1	2	1	1	2	1	0
8159	0	0	1	2	0	0	0
8160	0	2	0	1	1	2	0
8161	0	2	0	0	2	1	0
8162	1	0	2	1	1	3	0
8163	0	1	1	2	3	2	0
8164	1	1	1	1	0	2	0
8165	2	2	1	1	3	1	0
8166	2	0	0	0	1	3	0
8167	2	0	0	0	2	0	0
8168	1	0	0	2	1	3	0
8169	2	1	0	1	0	1	0
8170	2	0	1	1	3	1	0
8171	2	0	2	1	0	2	0
8172	0	2	2	1	2	0	0
8173	2	2	2	0	3	2	0
8174	1	1	0	0	3	0	0
8175	3	0	2	2	1	2	0
8176	3	3	2	0	2	1	0
8177	1	3	0	1	1	3	1
8178	0	1	3	1	0	0	0
8179	1	1	1	2	0	2	0
8180	0	3	2	0	0	2	0
8181	2	0	1	1	1	1	0
8182	1	1	1	0	0	1	0
8183	1	1	3	0	0	2	0
8184	0	0	0	0	2	0	0
8185	2	3	0	3	3	1	0
8186	0	0	0	0	1	3	0
8187	2	0	1	1	2	3	0
8188	3	2	0	2	0	1	0
8189	2	2	0	0	2	3	0
8190	2	1	1	1	1	2	0
8191	0	3	0	0	1	2	1
8192	2	2	1	1	1	1	0
8193	0	1	0	3	1	0	0
8194	0	1	1	0	1	0	0
8195	0	1	1	3	0	1	0
8196	1	0	0	0	0	1	0
8197	2	2	3	1	0	2	0
8198	2	0	0	1	0	3	0
8199	0	1	0	2	0	0	0
8200	0	1	2	2	1	1	0
8201	0	0	1	2	1	0	0
8202	3	1	2	1	2	2	0
8203	2	2	1	0	0	0	0
8204	2	0	1	0	1	0	0
8205	2	3	0	0	1	1	1
8206	2	0	1	0	2	0	0
8207	0	2	0	1	3	0	0
8208	0	1	0	2	2	2	0
8209	1	0	0	0	3	0	0
8210	1	2	2	0	0	2	0
8211	0	0	1	0	0	1	0
8212	1	0	1	0	0	2	0
8213	3	0	0	1	1	0	0
8214	2	2	0	3	1	0	0
8215	1	2	1	1	2	0	0
8216	0	0	0	1	0	1	0
8217	0	0	1	1	0	0	0
8218	2	1	1	0	2	2	0
8219	1	0	1	1	2	1	0
8220	1	1	0	1	1	2	0
8221	3	1	1	1	1	0	0
8222	0	0	0	1	2	1	0
8223	1	0	1	1	2	3	0
8224	1	2	2	1	2	1	0
8225	1	1	1	1	2	1	0
8226	0	0	1	1	0	1	0
8227	0	1	0	0	2	1	0
8228	0	0	2	0	1	2	0
8229	1	1	0	1	0	2	0
8230	3	2	0	1	0	1	0
8231	3	2	2	0	1	1	0
8232	0	1	2	1	0	2	0
8233	3	1	2	2	1	1	0
8234	0	0	0	1	0	0	0
8235	2	0	2	0	2	0	0
8236	2	1	3	0	1	1	0
8237	0	0	0	0	0	1	0
8238	2	1	1	0	2	1	0
8239	2	0	1	1	0	0	0
8240	0	0	0	2	2	1	0
8241	0	0	2	0	3	2	0
8242	2	0	0	2	3	0	0
8243	0	0	0	1	1	1	0
8244	0	3	0	2	0	2	1
8245	1	0	0	0	0	0	0
8246	1	2	1	0	1	1	0
8247	1	3	0	0	1	1	1
8248	2	0	0	3	1	0	0
8249	2	0	1	0	0	3	0
8250	1	1	3	0	1	0	0
8251	1	0	0	1	0	3	0
8252	2	1	0	0	0	1	0
8253	1	0	0	0	0	2	0
8254	0	0	1	0	2	1	0
8255	1	1	1	1	1	2	0
8256	0	0	1	0	0	3	0
8257	1	0	0	3	1	0	0
8258	0	1	1	1	0	0	0
8259	0	2	3	0	3	1	0
8260	2	1	1	2	0	1	0
8261	1	2	1	2	0	0	0
8262	2	3	2	1	2	1	0
8263	1	0	3	1	2	2	0
8264	0	0	2	0	0	0	0
8265	2	1	2	0	1	0	0
8266	1	3	2	3	3	1	0
8267	1	2	1	2	2	3	0
8268	1	2	2	2	3	0	0
8269	1	1	2	2	1	1	0
8270	1	0	0	1	0	0	0
8271	0	2	3	2	1	3	0
8272	1	0	1	1	0	2	0
8273	1	0	0	1	2	0	0
8274	1	1	0	2	1	3	0
8275	0	3	3	1	1	0	0
8276	0	1	3	1	0	1	0
8277	0	0	0	0	3	1	0
8278	1	1	0	0	1	0	0
8279	2	1	1	1	0	1	0
8280	0	0	0	3	2	2	0
8281	1	1	0	2	0	2	0
8282	2	0	2	2	0	2	0
8283	1	1	1	2	0	1	0
8284	1	0	1	2	0	2	0
8285	1	1	1	0	3	1	0
8286	0	1	1	1	1	0	0
8287	1	1	0	3	3	1	0
8288	1	1	1	2	1	1	0
8289	1	0	2	3	1	0	0
8290	1	0	1	3	2	0	0
8291	1	1	3	0	0	2	0
8292	2	0	1	2	2	2	0
8293	3	1	1	0	1	1	0
8294	1	2	0	0	3	1	0
8295	1	3	0	1	0	0	1
8296	2	2	2	0	1	2	0
8297	1	1	0	0	0	0	0
8298	1	1	1	1	2	0	0
8299	2	2	2	1	2	1	0
8300	1	3	2	1	1	1	0
8301	0	1	2	1	0	0	0
8302	1	2	0	0	1	1	0
8303	2	1	2	2	0	1	0
8304	2	1	1	0	1	3	0
8305	1	0	0	1	1	2	0
8306	1	2	0	1	0	2	1
8307	0	1	0	0	0	2	1
8308	2	3	1	0	0	1	0
8309	0	0	1	0	1	1	0
8310	1	1	0	0	3	1	0
8311	1	0	0	0	2	2	0
8312	1	0	2	0	3	2	0
8313	0	0	0	0	1	2	0
8314	0	1	0	1	2	1	0
8315	1	0	0	1	0	2	1
8316	2	1	2	1	1	2	0
8317	1	1	1	1	0	1	0
8318	0	2	1	0	2	0	0
8319	1	0	1	1	2	0	0
8320	0	0	0	0	1	1	0
8321	1	2	0	0	3	1	0
8322	0	1	1	2	0	1	0
8323	2	1	0	3	0	0	0
8324	0	1	1	0	1	1	0
8325	2	1	1	2	1	1	0
8326	2	2	1	2	2	1	0
8327	0	2	0	2	0	1	0
8328	1	0	1	2	1	0	0
8329	3	1	0	3	1	1	0
8330	0	0	3	0	1	0	0
8331	0	3	0	2	0	1	1
8332	2	0	0	1	1	1	0
8333	2	0	0	2	2	0	0
8334	1	0	1	2	3	0	0
8335	1	0	1	1	0	0	0
8336	1	0	3	0	2	1	0
8337	2	2	1	0	1	0	0
8338	2	0	0	0	1	1	0
8339	2	1	0	1	2	1	0
8340	0	1	0	1	0	1	1
8341	0	0	0	2	1	1	0
8342	1	0	0	2	1	1	0
8343	0	0	1	0	1	1	0
8344	1	0	2	1	1	0	0
8345	0	0	2	1	2	1	0
8346	0	1	0	1	0	2	0
8347	0	0	1	0	1	1	0
8348	1	1	3	1	1	1	0
8349	1	1	3	3	1	2	0
8350	3	0	0	1	2	2	0
8351	0	2	0	1	0	0	0
8352	2	0	0	3	0	1	0
8353	0	2	0	2	0	0	0
8354	0	0	1	1	0	1	0
8355	1	0	0	1	0	1	0
8356	2	1	2	1	0	0	0
8357	1	2	1	2	2	1	0
8358	0	0	1	0	1	0	0
8359	1	2	2	1	1	0	0
8360	0	0	0	0	1	1	0
8361	1	2	0	0	1	1	0
8362	1	2	1	1	1	3	0
8363	0	0	0	2	0	2	1
8364	0	0	3	0	0	1	0
8365	0	2	1	1	0	2	0
8366	1	0	1	2	1	1	0
8367	0	0	0	2	0	3	0
8368	0	0	3	2	0	1	0
8369	1	0	3	1	1	3	0
8370	2	0	0	0	2	1	0
8371	2	2	1	2	1	1	0
8372	1	0	1	3	0	0	0
8373	1	1	2	0	1	2	0
8374	1	0	0	2	2	3	0
8375	2	0	0	0	0	0	0
8376	1	0	0	2	2	0	0
8377	0	1	3	1	0	0	0
8378	0	1	0	1	1	0	0
8379	3	1	2	0	1	1	0
8380	0	1	0	0	0	0	1
8381	1	0	0	1	1	1	0
8382	0	1	2	0	1	3	0
8383	1	0	1	0	1	0	0
8384	3	3	0	0	1	1	0
8385	1	1	0	0	1	2	0
8386	0	2	2	1	1	1	0
8387	1	1	1	2	2	1	0
8388	0	2	0	0	1	0	1
8389	3	0	1	0	0	0	0
8390	0	3	0	0	0	0	1
8391	1	0	1	0	0	1	0
8392	1	1	0	1	1	0	0
8393	0	1	1	3	2	0	0
8394	1	1	1	1	1	3	0
8395	1	0	0	2	0	1	0
8396	2	1	1	1	0	0	0
8397	0	1	0	0	1	0	0
8398	1	0	1	2	1	1	0
8399	1	1	3	1	1	0	0
8400	2	0	2	0	0	0	0
8401	1	0	0	0	2	1	0
8402	1	0	1	0	0	0	0
8403	0	3	2	0	0	0	0
8404	1	3	1	0	1	3	0
8405	1	3	0	1	1	1	1
8406	0	2	1	0	1	0	0
8407	1	1	2	0	0	0	0
8408	1	0	1	2	3	2	0
8409	2	1	0	0	0	2	0
8410	1	0	0	1	2	0	0
8411	1	0	0	1	1	0	0
8412	2	3	3	1	1	2	0
8413	0	2	1	1	2	1	0
8414	1	2	1	0	0	0	1
8415	0	3	0	2	1	0	0
8416	0	2	0	0	1	1	0
8417	0	1	1	1	1	0	0
8418	3	0	0	3	1	2	0
8419	1	1	1	0	2	3	0
8420	1	2	0	1	1	2	0
8421	1	0	1	2	1	0	0
8422	3	2	1	1	1	0	0
8423	1	0	2	1	2	0	0
8424	1	0	0	2	0	2	0
8425	0	1	1	1	2	1	0
8426	1	3	0	0	1	1	0
8427	1	0	1	2	0	0	0
8428	1	0	1	0	0	0	0
8429	1	1	0	1	1	0	0
8430	1	2	1	1	2	1	0
8431	2	1	0	2	2	2	0
8432	1	2	0	1	0	0	1
8433	2	2	1	1	2	3	0
8434	1	2	1	0	1	2	0
8435	1	2	3	0	3	0	0
8436	2	0	1	2	0	1	0
8437	0	0	3	1	1	3	0
8438	1	1	1	1	2	1	0
8439	1	0	1	2	1	1	0
8440	0	1	2	1	2	1	0
8441	1	1	0	0	0	2	0
8442	1	0	1	0	1	0	0
8443	1	2	0	0	2	0	0
8444	1	1	1	2	1	1	0
8445	0	0	3	2	0	0	0
8446	1	0	1	1	2	3	0
8447	2	2	2	0	1	1	0
8448	1	2	0	2	1	0	0
8449	0	0	0	0	1	1	0
8450	1	1	1	0	0	1	0
8451	0	1	0	1	0	2	0
8452	1	2	2	0	2	0	0
8453	3	3	3	2	0	2	0
8454	1	3	0	1	1	1	0
8455	2	2	1	1	1	1	0
8456	0	3	1	2	1	1	0
8457	0	0	1	2	1	0	0
8458	3	1	0	1	1	1	0
8459	2	0	2	0	3	0	0
8460	0	1	0	2	1	1	0
8461	0	2	1	1	0	1	0
8462	1	1	0	2	1	0	0
8463	2	0	1	1	1	1	0
8464	1	1	2	1	1	1	0
8465	0	3	3	0	1	1	0
8466	0	1	1	1	0	1	0
8467	2	1	1	0	0	0	0
8468	2	3	1	1	1	2	0
8469	0	0	2	3	0	0	0
8470	1	3	1	0	0	2	1
8471	2	2	3	1	0	0	0
8472	1	2	0	0	3	1	0
8473	2	1	2	3	2	2	0
8474	0	1	0	1	1	0	0
8475	1	1	0	1	1	1	0
8476	0	1	2	1	2	0	0
8477	0	0	0	0	0	3	0
8478	1	1	0	0	1	0	0
8479	0	2	0	0	1	2	0
8480	0	2	0	1	1	1	0
8481	1	0	2	0	0	0	0
8482	0	2	1	0	3	0	0
8483	2	0	1	0	1	0	0
8484	1	0	2	2	0	0	0
8485	1	0	0	0	0	0	0
8486	2	1	0	1	1	1	0
8487	2	1	0	1	0	0	0
8488	1	2	1	1	0	1	0
8489	1	1	1	2	2	0	0
8490	0	1	1	2	2	2	0
8491	1	1	0	2	0	0	0
8492	1	1	2	1	2	1	0
8493	0	2	0	0	0	0	1
8494	0	0	2	1	0	3	0
8495	1	0	0	0	0	1	1
8496	2	1	0	2	3	2	0
8497	2	2	2	0	0	0	0
8498	1	2	0	1	3	2	0
8499	2	0	0	0	0	0	0
8500	1	0	0	0	0	2	0
8501	1	0	0	0	1	1	0
8502	1	0	2	0	0	2	0
8503	0	1	1	2	2	0	0
8504	3	1	1	3	2	0	0
8505	0	1	3	1	3	0	0
8506	1	1	1	0	3	3	0
8507	0	1	0	1	0	2	0
8508	1	2	1	0	1	1	0
8509	0	1	0	0	0	0	1
8510	0	2	0	0	0	1	1
8511	0	1	0	0	2	1	0
8512	2	0	0	2	0	2	0
8513	0	2	1	0	0	0	0
8514	2	0	3	1	1	0	0
8515	2	0	1	1	2	0	0
8516	1	0	1	0	3	0	0
8517	1	1	0	0	1	0	0
8518	1	2	0	0	1	0	1
8519	2	0	0	2	0	0	0
8520	0	2	1	1	0	0	1
8521	0	0	1	0	2	2	0
8522	3	3	0	1	1	0	0
8523	0	2	3	0	1	1	0
8524	0	3	1	1	1	2	0
8525	1	1	2	1	0	3	0
8526	1	0	1	0	0	0	0
8527	2	1	0	1	0	2	1
8528	0	1	0	0	1	0	0
8529	0	0	2	1	1	0	0
8530	1	0	0	1	1	0	0
8531	1	0	1	3	1	2	0
8532	3	0	2	0	0	0	0
8533	1	2	0	1	1	1	0
8534	1	1	2	3	1	0	0
8535	1	0	0	3	1	1	0
8536	1	2	1	0	0	0	1
8537	2	3	0	1	2	3	0
8538	0	0	0	1	3	1	0
8539	0	0	1	1	1	2	0
8540	3	0	0	1	1	0	0
8541	0	1	0	0	0	1	0
8542	3	1	1	0	2	2	0
8543	0	1	1	1	2	1	0
8544	2	1	3	2	1	0	0
8545	0	0	1	1	0	0	0
8546	1	3	2	0	0	3	0
8547	1	1	0	1	0	1	0
8548	0	1	0	0	1	0	1
8549	1	1	3	1	0	1	0
8550	2	1	0	0	3	1	0
8551	1	0	1	0	1	2	0
8552	3	0	0	1	2	0	0
8553	0	2	2	2	0	1	0
8554	2	0	1	3	0	1	0
8555	2	0	2	1	1	0	0
8556	0	2	0	0	0	1	1
8557	0	0	0	2	1	0	0
8558	0	0	1	0	0	0	0
8559	0	3	3	1	1	1	0
8560	2	2	0	2	2	1	0
8561	1	1	0	1	1	2	0
8562	0	0	0	0	2	1	0
8563	0	2	1	1	0	2	0
8564	1	1	2	0	2	1	0
8565	2	2	0	1	1	2	0
8566	3	3	2	2	1	1	0
8567	2	1	1	0	3	0	0
8568	0	1	0	1	0	0	1
8569	1	3	1	0	1	0	0
8570	1	1	0	3	0	1	0
8571	1	0	0	0	0	3	0
8572	0	0	0	0	1	0	0
8573	0	1	1	2	1	0	0
8574	0	1	2	1	0	2	0
8575	0	2	0	1	1	3	0
8576	0	0	2	2	0	3	0
8577	2	1	1	2	0	0	0
8578	0	0	3	0	1	3	0
8579	0	2	0	1	2	0	0
8580	1	1	0	1	1	1	0
8581	3	1	3	0	1	0	0
8582	0	0	1	1	3	1	0
8583	0	0	0	0	1	0	0
8584	0	0	1	0	0	0	0
8585	1	1	1	0	1	0	0
8586	0	2	3	1	3	0	0
8587	2	0	0	2	0	1	0
8588	3	1	0	0	1	1	0
8589	1	2	0	0	3	1	0
8590	2	1	0	0	2	1	0
8591	1	0	2	1	2	0	0
8592	0	0	0	0	2	1	0
8593	0	2	0	0	0	0	1
8594	0	2	0	2	1	0	0
8595	0	1	2	0	1	0	0
8596	0	1	0	0	2	0	0
8597	2	3	3	0	0	2	0
8598	2	1	0	0	1	0	0
8599	0	0	1	1	1	0	0
8600	1	2	3	0	3	0	0
8601	2	2	2	2	0	0	0
8602	2	2	0	1	1	1	0
8603	2	0	2	0	3	0	0
8604	1	2	1	2	0	1	0
8605	1	0	1	1	1	3	0
8606	1	1	1	1	0	0	0
8607	0	0	0	0	1	0	0
8608	0	0	3	1	0	1	0
8609	0	1	1	0	0	1	0
8610	1	0	2	1	0	0	0
8611	1	0	0	0	1	2	0
8612	1	0	0	0	1	2	0
8613	0	0	0	1	0	1	0
8614	2	1	1	1	3	1	0
8615	2	1	0	0	1	1	0
8616	3	0	0	1	1	0	0
8617	2	2	0	2	0	0	1
8618	1	1	0	2	0	2	1
8619	0	0	0	0	1	1	0
8620	0	2	3	3	3	1	0
8621	2	0	0	0	0	1	0
8622	1	1	1	0	0	0	0
8623	1	0	1	3	0	2	0
8624	1	0	1	0	0	1	0
8625	2	0	1	1	0	0	0
8626	0	0	1	0	1	2	0
8627	0	1	0	0	0	0	1
8628	1	0	2	1	3	0	0
8629	1	2	1	2	0	1	0
8630	0	0	1	0	2	2	0
8631	3	1	0	2	0	1	0
8632	1	1	0	0	1	1	0
8633	0	1	0	1	2	0	0
8634	0	2	1	1	1	0	0
8635	0	0	1	1	0	0	0
8636	1	1	3	0	0	1	0
8637	2	0	0	2	1	1	0
8638	0	3	0	0	1	1	1
8639	1	3	3	1	0	3	0
8640	1	3	2	1	0	0	0
8641	2	1	0	2	1	1	0
8642	2	0	1	0	0	0	0
8643	1	2	0	1	1	2	0
8644	1	1	3	1	0	2	0
8645	1	0	0	1	2	2	0
8646	0	3	0	2	2	1	0
8647	0	1	1	0	1	2	0
8648	0	1	1	2	1	0	0
8649	1	0	1	1	3	0	0
8650	2	0	0	1	0	2	0
8651	2	0	0	1	1	0	0
8652	0	0	0	0	1	1	0
8653	0	1	1	2	3	0	0
8654	1	1	1	0	1	0	0
8655	0	0	0	1	1	1	0
8656	3	1	0	2	1	1	0
8657	1	2	3	0	2	0	0
8658	1	2	0	1	0	1	1
8659	0	1	0	0	1	0	0
8660	1	0	1	3	1	1	0
8661	0	0	0	1	0	0	1
8662	1	1	2	3	3	2	0
8663	0	1	1	0	0	2	0
8664	1	2	1	3	0	0	0
8665	1	0	1	1	0	1	0
8666	1	2	3	0	1	0	0
8667	0	1	3	1	0	1	0
8668	1	2	0	0	1	3	1
8669	1	2	0	1	0	1	1
8670	0	1	1	1	1	0	0
8671	0	0	1	0	1	1	0
8672	1	0	3	1	1	0	0
8673	0	1	2	1	1	2	0
8674	3	3	2	2	0	0	0
8675	0	2	2	1	1	2	0
8676	0	2	1	1	1	0	0
8677	0	1	0	2	2	0	0
8678	1	0	0	0	2	0	0
8679	3	0	1	2	0	1	0
8680	0	0	2	3	0	3	0
8681	1	2	0	3	0	0	0
8682	0	3	1	3	0	2	0
8683	2	3	3	2	2	2	0
8684	1	1	0	1	1	2	0
8685	0	1	2	1	1	2	0
8686	1	0	0	1	1	0	0
8687	1	0	1	0	0	1	0
8688	1	3	1	0	1	0	0
8689	0	1	1	0	1	1	0
8690	2	2	1	0	2	1	0
8691	0	0	2	2	1	1	0
8692	0	0	1	0	0	0	0
8693	2	1	1	1	0	1	0
8694	3	1	2	0	0	3	0
8695	2	0	0	0	0	1	0
8696	0	1	0	0	2	2	0
8697	3	3	1	1	0	1	0
8698	0	2	1	1	0	0	0
8699	2	1	1	0	0	0	0
8700	2	0	2	2	0	2	0
8701	0	0	1	0	0	0	0
8702	0	1	1	0	0	0	0
8703	0	0	1	3	1	2	0
8704	2	0	3	0	1	0	0
8705	0	1	1	1	0	2	0
8706	2	0	2	0	0	3	0
8707	1	2	1	2	1	2	0
8708	1	0	1	0	2	0	0
8709	0	1	1	0	0	1	0
8710	1	0	2	1	1	0	0
8711	0	0	2	0	0	1	0
8712	1	2	3	2	1	1	0
8713	2	2	0	0	1	0	0
8714	3	3	0	0	0	0	1
8715	1	0	3	0	1	2	0
8716	0	0	0	1	2	0	0
8717	3	0	0	1	1	0	0
8718	1	1	2	1	1	2	0
8719	1	2	0	0	0	3	1
8720	1	2	0	0	0	2	0
8721	1	0	0	1	2	0	0
8722	2	2	0	1	0	1	0
8723	1	1	0	0	3	0	0
8724	2	0	3	1	0	1	0
8725	1	0	1	1	0	1	0
8726	0	0	1	2	2	1	0
8727	1	3	1	1	2	0	0
8728	0	0	2	1	0	0	0
8729	1	0	3	1	1	1	0
8730	2	2	0	1	1	2	0
8731	0	1	0	2	1	2	0
8732	1	3	1	1	1	0	0
8733	3	1	1	1	0	2	0
8734	0	0	2	0	1	1	0
8735	2	0	1	1	1	1	0
8736	1	1	0	1	2	1	0
8737	0	1	1	0	0	0	0
8738	1	2	1	1	1	1	0
8739	1	0	1	2	2	0	0
8740	0	1	2	3	1	1	0
8741	0	2	1	0	0	1	0
8742	0	2	2	0	1	0	0
8743	0	3	0	0	3	0	0
8744	0	0	0	0	0	2	0
8745	0	0	0	0	1	2	0
8746	3	0	2	1	1	1	0
8747	0	0	1	3	1	0	0
8748	3	2	1	0	1	0	0
8749	3	2	0	2	0	3	0
8750	0	0	1	0	1	1	0
8751	3	2	0	1	0	0	0
8752	0	0	0	0	0	1	0
8753	2	1	1	2	2	0	0
8754	1	1	0	1	0	1	0
8755	0	0	1	0	2	0	0
8756	0	1	0	1	0	2	0
8757	1	1	2	0	1	1	0
8758	1	0	1	0	3	0	0
8759	1	0	1	2	0	1	0
8760	1	0	2	2	2	1	0
8761	0	1	1	2	1	0	0
8762	2	1	1	2	1	2	0
8763	1	2	1	1	3	1	0
8764	1	3	0	1	1	1	0
8765	1	1	2	2	2	1	0
8766	0	3	0	3	0	1	0
8767	1	2	1	0	2	3	0
8768	3	1	0	2	1	1	0
8769	2	0	1	0	1	2	0
8770	2	2	0	0	0	0	0
8771	1	0	0	0	0	1	0
8772	1	3	1	1	1	1	0
8773	3	0	0	0	3	1	0
8774	1	0	1	0	1	2	0
8775	2	2	2	0	2	1	0
8776	1	0	1	1	0	0	0
8777	1	2	1	2	1	2	0
8778	1	3	2	1	1	0	0
8779	1	0	0	0	1	1	0
8780	0	0	1	1	1	0	0
8781	2	2	1	0	1	1	0
8782	2	2	0	3	2	0	0
8783	0	3	0	2	1	1	0
8784	0	0	0	0	3	0	0
8785	0	1	1	1	1	1	0
8786	1	1	1	0	1	0	0
8787	0	2	1	2	0	1	0
8788	1	1	0	2	3	2	0
8789	1	2	1	1	1	1	0
8790	1	3	2	1	2	1	0
8791	0	2	0	1	2	3	0
8792	1	0	1	0	2	1	0
8793	0	0	0	3	1	2	0
8794	1	1	0	0	2	0	0
8795	1	2	0	0	0	0	1
8796	1	2	0	2	3	0	0
8797	0	0	0	0	0	2	1
8798	0	1	0	1	0	0	1
8799	0	0	0	1	0	1	1
8800	1	2	2	0	3	1	0
8801	0	2	0	1	0	0	1
8802	1	2	1	0	0	1	0
8803	0	1	2	0	0	0	0
8804	0	2	1	1	1	3	0
8805	0	1	1	2	0	0	0
8806	2	0	2	1	1	0	0
8807	0	0	0	2	1	2	0
8808	0	0	1	1	0	1	0
8809	2	2	1	1	1	0	0
8810	0	0	0	0	2	0	0
8811	0	2	3	1	1	0	0
8812	1	1	1	1	2	0	0
8813	0	0	1	3	0	1	0
8814	2	1	0	1	2	0	0
8815	1	0	2	3	0	1	0
8816	0	1	0	1	1	1	0
8817	1	2	1	1	2	0	0
8818	0	2	1	0	1	0	1
8819	2	0	0	0	1	1	0
8820	2	3	2	0	2	0	0
8821	2	1	1	1	1	0	0
8822	1	0	2	0	2	1	0
8823	0	1	1	0	2	0	0
8824	1	2	1	2	0	0	0
8825	3	0	0	0	2	0	0
8826	1	1	0	0	0	1	0
8827	0	1	0	0	3	1	0
8828	2	3	1	0	0	1	0
8829	2	3	0	2	1	0	0
8830	2	1	3	0	1	1	0
8831	1	1	0	0	0	1	0
8832	0	1	2	1	1	2	0
8833	2	3	1	0	1	1	0
8834	1	0	1	2	0	1	0
8835	3	0	0	0	0	1	0
8836	1	3	1	0	2	1	0
8837	0	0	2	2	1	2	0
8838	1	1	0	1	2	0	0
8839	2	3	2	0	1	1	0
8840	1	0	0	0	0	1	0
8841	1	2	1	3	0	0	0
8842	2	3	0	0	0	0	1
8843	1	1	0	0	1	1	1
8844	3	0	1	2	1	2	0
8845	1	2	1	0	0	2	0
8846	1	2	0	1	0	0	1
8847	3	2	0	1	1	1	0
8848	0	1	1	2	2	0	0
8849	2	0	0	0	0	1	0
8850	1	0	1	0	2	2	0
8851	1	1	1	1	1	1	0
8852	1	0	1	0	0	0	0
8853	1	2	0	1	1	2	0
8854	0	0	1	0	0	1	0
8855	0	1	3	2	0	1	0
8856	1	1	1	0	0	1	0
8857	0	1	1	0	2	2	0
8858	0	1	1	1	0	2	0
8859	0	2	1	1	0	2	0
8860	1	0	2	1	0	0	0
8861	1	1	1	1	0	0	0
8862	2	2	3	0	1	3	0
8863	1	3	1	3	1	0	0
8864	0	2	0	1	0	1	1
8865	1	1	0	2	0	0	0
8866	2	2	0	1	0	2	0
8867	0	0	1	1	0	1	0
8868	2	2	1	0	1	1	0
8869	0	1	0	0	1	1	0
8870	0	0	0	3	0	1	0
8871	1	1	1	0	1	0	0
